time_seconds,time_hms,normalized_frequency
30.0,0:30,0.6192542403186898
40.0,0:40,0.6880871898098012
50.0,0:50,0.6952719535186556
60.0,1:00,0.6997795826569153
70.0,1:10,0.6720349959401356
80.0,1:20,0.6886363374428474
90.0,1:30,0.6594986210436847
100.0,1:40,0.6761127307410343
110.0,1:50,0.7358772393712009
120.0,2:00,0.7620057585125142
130.0,2:10,0.8893895939967298
140.0,2:20,1.1330919633691632
150.0,2:30,1.3000934931407306
160.0,2:40,1.3942936090718323
170.0,2:50,1.4114831005572288
180.0,3:00,1.4327571638595762
190.0,3:10,1.3849468489862913
200.0,3:20,1.172987409969127
210.0,3:30,1.0340153583860654
220.0,3:40,0.9206535426909327
230.0,3:50,0.8737189714032604
240.0,4:00,0.8335185441107547
250.0,4:10,0.7864595127406177
260.0,4:20,0.7937990334695009
270.0,4:30,0.7970601493603194
280.0,4:40,0.8262297196714214
290.0,4:50,0.8090504033469565
300.0,5:00,0.7932123236123962
310.0,5:10,0.760958002606111
320.0,5:20,0.6944821952458027
330.0,5:30,0.6826366423162871
340.0,5:40,0.6598230342875803
350.0,5:50,0.6808131609190415
360.0,6:00,0.7265044493987264
370.0,6:10,0.7667694598396043
380.0,6:20,0.7961067698842473
390.0,6:30,0.806253259728063
400.0,6:40,0.8081658610793235
410.0,6:50,0.8348364286377677
420.0,7:00,0.8243825329292007
430.0,7:10,0.8304400041218876
440.0,7:20,0.8433951410740012
450.0,7:30,0.8632616735625256
460.0,7:40,0.9010927449971375
470.0,7:50,0.8644075682125854
480.0,8:00,0.9050512512782247
490.0,8:10,0.9471304951534371
500.0,8:20,1.0072510582342524
510.0,8:30,1.0356065393485039
520.0,8:40,1.12772745244677
530.0,8:50,1.2463089931573996
540.0,9:00,1.2429683305652008
550.0,9:10,1.2174114743654496
560.0,9:20,1.1695946120330682
570.0,9:30,1.1592430855519784
580.0,9:40,1.0960228353749029
590.0,9:50,1.0118413952747878
600.0,10:00,1.0723909209419875
610.0,10:10,1.095390688907145
620.0,10:20,1.0710050987029236
630.0,10:30,1.0535637335762653
640.0,10:40,0.9997931315619191
650.0,10:50,0.9766912349559259
660.0,11:00,0.8458983914397473
670.0,11:10,0.7848887732379335
680.0,11:20,0.7951988513919797
690.0,11:30,0.7985169460802106
700.0,11:40,0.8004366818839913
710.0,11:50,0.8205934645494709
720.0,12:00,0.8955171319781818
730.0,12:10,1.005650313482961
740.0,12:20,1.038625255544348
750.0,12:30,1.008355760008895
760.0,12:40,1.0174494231429483
770.0,12:50,1.1701867551873435
780.0,13:00,1.3217104728346685
790.0,13:10,1.5100871717307245
800.0,13:20,1.6662540393013632
810.0,13:30,1.761912709819314
820.0,13:40,1.7475020864472157
830.0,13:50,1.5662665690544746
840.0,14:00,1.3593363610452132
850.0,14:10,1.0587233370193292
860.0,14:20,0.855450494811956
870.0,14:30,0.7227779364532021
880.0,14:40,0.808325065198355
890.0,14:50,0.8925612473279719
900.0,15:00,0.9286264133210227
910.0,15:10,0.9746821507585676
920.0,15:20,1.042121114962939
930.0,15:30,1.1793529149663307
940.0,15:40,1.2911339003108018
950.0,15:50,1.4529096918272062
960.0,16:00,1.7902028692793965
970.0,16:10,1.839823612334881
980.0,16:20,1.833847349300153
990.0,16:30,1.7664568664707667
1000.0,16:40,1.5889532332857406
1010.0,16:50,1.405505476566058
1020.0,17:00,1.0501406904512314
1030.0,17:10,0.9734921354604532
1040.0,17:20,0.9153690109529629
1050.0,17:30,0.9188082677372518
1060.0,17:40,0.9193822525628077
1070.0,17:50,0.874029929296752
1080.0,18:00,0.8803190798139952
1090.0,18:10,0.9498421350391227
1100.0,18:20,1.0323915693826202
1110.0,18:30,1.0474206215734791
1120.0,18:40,1.0149585227117743
1130.0,18:50,1.0040633015198108
1140.0,19:00,1.0594598269118944
1150.0,19:10,1.207233146914969
1160.0,19:20,1.1459203561620994
1170.0,19:30,1.1090805516396904
1180.0,19:40,1.2643798308319842
1190.0,19:50,1.3273318715978681
1200.0,20:00,1.3064464853858646
1210.0,20:10,1.1378713200080226
1220.0,20:20,1.1646436995119205
1230.0,20:30,1.2508751154932491
1240.0,20:40,1.1399650164035564
1250.0,20:50,1.1276011571839364
1260.0,21:00,1.0803703115806094
1270.0,21:10,1.0432515932495787
1280.0,21:20,1.0148097615914184
1290.0,21:30,0.9455986973546618
1300.0,21:40,0.8995928033079337
1310.0,21:50,0.8360515794464362
1320.0,22:00,0.8117826202342386
1330.0,22:10,0.755400696005995
1340.0,22:20,0.7456435747400391
1350.0,22:30,0.715432903688552
1360.0,22:40,0.721708666087386
1370.0,22:50,0.7279912274160906
1380.0,23:00,0.7708483380196824
1390.0,23:10,0.8415644503539995
1400.0,23:20,0.8493925186623938
1410.0,23:30,0.9070509380028459
1420.0,23:40,0.9281218906574035
1430.0,23:50,0.9653552569291561
1440.0,24:00,0.9497847820318891
1450.0,24:10,0.966509574687604
1460.0,24:20,0.9773743561861586
1470.0,24:30,0.9485445287124463
1480.0,24:40,0.9535235295619752
1490.0,24:50,0.982065212990504
1500.0,25:00,1.003273580052618
1510.0,25:10,0.9935497426140029
1520.0,25:20,1.0015130942292358
1530.0,25:30,1.0021055200724995
1540.0,25:40,1.0012208382255943
1550.0,25:50,0.944185296400169
1560.0,26:00,0.9003876690515688
1570.0,26:10,0.8550581240184021
1580.0,26:20,0.9088483124280563
1590.0,26:30,1.0323114111658183
1600.0,26:40,1.0092056159167484
1610.0,26:50,1.0112794877240487
1620.0,27:00,1.0074199682942173
1630.0,27:10,0.98425571543842
1640.0,27:20,0.9343258783709101
1650.0,27:30,0.8115090531421968
1660.0,27:40,0.8075198901382187
1670.0,27:50,0.7990611840388883
1680.0,28:00,0.8054805191557308
1690.0,28:10,0.8312730091960667
1700.0,28:20,0.8138671213719223
1710.0,28:30,0.796440205117292
1720.0,28:40,0.8327158864687777
1730.0,28:50,0.8272234246856784
1740.0,29:00,0.8471224687659039
1750.0,29:10,0.8491046809597306
1760.0,29:20,0.875020437467618
1770.0,29:30,0.9383805045252261
1780.0,29:40,0.9269383761902582
1790.0,29:50,0.9649271628061649
