highlight_file,segment_idx,highlight_start_s,highlight_end_s,stream_start_s,stream_end_s,duration_s,mean_ncc,n_windows,method,highlight_start_hms,highlight_end_hms,stream_start_hms,stream_end_hms
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,73,916.0,946.0,9079.0,9109.0,30.0,0.8419,21,audio_mel_ncc,15:16,15:46,2:31:19,2:31:49
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,74,938.0,951.0,9127.0,9140.0,13.0,0.7904,4,audio_mel_ncc,15:38,15:51,2:32:07,2:32:20
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,75,949.0,961.0,6513.0,6525.0,12.0,0.7019,3,audio_mel_ncc,15:49,16:01,1:48:33,1:48:45
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,76,955.0,969.0,9303.0,9317.0,14.0,0.6436,5,audio_mel_ncc,15:55,16:09,2:35:03,2:35:17
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,77,962.0,974.0,3876.0,3888.0,12.0,0.5883,3,audio_mel_ncc,16:02,16:14,1:04:36,1:04:48
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,78,978.0,991.0,9019.0,9032.0,13.0,0.4382,4,audio_mel_ncc,16:18,16:31,2:30:19,2:30:32
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,79,984.0,996.0,7078.0,7090.0,12.0,0.4677,3,audio_mel_ncc,16:24,16:36,1:57:58,1:58:10
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,80,990.0,1003.0,9692.5,9705.5,13.0,0.6943,4,audio_mel_ncc,16:30,16:43,2:41:32,2:41:45
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,81,995.0,1007.0,9697.0,9709.0,12.0,0.6284,3,audio_mel_ncc,16:35,16:47,2:41:37,2:41:49
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,82,1016.0,1030.0,7008.0,7022.0,14.0,0.7987,5,audio_mel_ncc,16:56,17:10,1:56:48,1:57:02
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,83,1025.0,1037.0,7672.0,7684.0,12.0,0.4993,3,audio_mel_ncc,17:05,17:17,2:07:52,2:08:04
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,84,1034.0,1046.0,9510.0,9522.0,12.0,0.6947,3,audio_mel_ncc,17:14,17:26,2:38:30,2:38:42
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,85,1047.0,1067.0,10314.0,10334.0,20.0,0.7295,11,audio_mel_ncc,17:27,17:47,2:51:54,2:52:14
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,86,1070.0,1087.0,11255.0,11272.0,17.0,0.794,8,audio_mel_ncc,17:50,18:07,3:07:35,3:07:52
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,87,1089.0,1101.0,11249.0,11261.0,12.0,0.7968,3,audio_mel_ncc,18:09,18:21,3:07:29,3:07:41
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,88,1105.0,1117.0,4979.0,4991.0,12.0,0.8147,3,audio_mel_ncc,18:25,18:37,1:22:59,1:23:11
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,89,1123.0,1135.0,7086.0,7098.0,12.0,0.7863,3,audio_mel_ncc,18:43,18:55,1:58:06,1:58:18
Gawr Gura Builds Atlantis - First stream highlights 【HoloEN】【Minecraft】 [ZS6xn7fWIHQ].mkv,90,1134.0,1146.0,6536.0,6548.0,12.0,0.8107,3,audio_mel_ncc,18:54,19:06,1:48:56,1:49:08
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,1,0.0,176.0,834.0,1010.0,176.0,0.9388,167,audio_mel_ncc,0:00,2:56,13:54,16:50
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,2,169.0,183.0,4659.0,4673.0,14.0,0.7693,5,audio_mel_ncc,2:49,3:03,1:17:39,1:17:53
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,3,178.0,192.0,6083.0,6097.0,14.0,0.8163,5,audio_mel_ncc,2:58,3:12,1:41:23,1:41:37
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,4,183.0,197.0,4673.0,4687.0,14.0,0.7686,5,audio_mel_ncc,3:03,3:17,1:17:53,1:18:07
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,5,202.0,216.0,11208.0,11222.0,14.0,0.8545,5,audio_mel_ncc,3:22,3:36,3:06:48,3:07:02
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,6,215.0,227.0,2992.0,3004.0,12.0,0.7691,3,audio_mel_ncc,3:35,3:47,49:52,50:04
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,7,223.0,235.0,4713.0,4725.0,12.0,0.8424,3,audio_mel_ncc,3:43,3:55,1:18:33,1:18:45
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,8,234.0,249.0,4575.0,4590.0,15.0,0.821,6,audio_mel_ncc,3:54,4:09,1:16:15,1:16:30
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,9,242.0,254.0,7382.0,7394.0,12.0,0.8049,3,audio_mel_ncc,4:02,4:14,2:03:02,2:03:14
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,10,245.0,261.0,87.0,103.0,16.0,0.832,7,audio_mel_ncc,4:05,4:21,1:27,1:43
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,11,268.0,294.0,110.0,136.0,26.0,0.853,17,audio_mel_ncc,4:28,4:54,1:50,2:16
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,12,290.0,302.0,9860.0,9872.0,12.0,0.7999,3,audio_mel_ncc,4:50,5:02,2:44:20,2:44:32
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,13,305.0,317.0,10759.0,10771.0,12.0,0.8444,3,audio_mel_ncc,5:05,5:17,2:59:19,2:59:31
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,14,315.0,333.0,4768.0,4786.0,18.0,0.8503,9,audio_mel_ncc,5:15,5:33,1:19:28,1:19:46
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,15,326.0,342.0,3364.0,3380.0,16.0,0.8344,7,audio_mel_ncc,5:26,5:42,56:04,56:20
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,16,333.0,345.0,785.0,797.0,12.0,0.776,3,audio_mel_ncc,5:33,5:45,13:05,13:17
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,17,348.0,361.0,8382.0,8395.0,13.0,0.5882,4,audio_mel_ncc,5:48,6:01,2:19:42,2:19:55
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,18,353.0,366.0,10434.0,10447.0,13.0,0.7354,4,audio_mel_ncc,5:53,6:06,2:53:54,2:54:07
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,19,360.0,373.0,4085.0,4098.0,13.0,0.5571,4,audio_mel_ncc,6:00,6:13,1:08:05,1:08:18
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,20,369.0,382.0,10210.0,10223.0,13.0,0.5155,4,audio_mel_ncc,6:09,6:22,2:50:10,2:50:23
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,21,378.0,395.0,6512.0,6529.0,17.0,0.7027,8,audio_mel_ncc,6:18,6:35,1:48:32,1:48:49
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,22,415.0,429.0,2678.0,2692.0,14.0,0.5794,5,audio_mel_ncc,6:55,7:09,44:38,44:52
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,23,446.0,459.0,7322.0,7335.0,13.0,0.5377,4,audio_mel_ncc,7:26,7:39,2:02:02,2:02:15
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,24,454.0,467.0,11261.0,11274.0,13.0,0.6212,4,audio_mel_ncc,7:34,7:47,3:07:41,3:07:54
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,25,460.0,472.0,11789.0,11801.0,12.0,0.659,3,audio_mel_ncc,7:40,7:52,3:16:29,3:16:41
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,26,466.0,479.0,9382.0,9395.0,13.0,0.5941,4,audio_mel_ncc,7:46,7:59,2:36:22,2:36:35
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,27,477.0,489.0,7754.0,7766.0,12.0,0.5762,3,audio_mel_ncc,7:57,8:09,2:09:14,2:09:26
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,28,488.0,501.0,6518.0,6531.0,13.0,0.6537,4,audio_mel_ncc,8:08,8:21,1:48:38,1:48:51
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,29,494.0,506.0,3411.0,3423.0,12.0,0.7564,3,audio_mel_ncc,8:14,8:26,56:51,57:03
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,30,562.0,574.0,413.0,425.0,12.0,0.6602,3,audio_mel_ncc,9:22,9:34,6:53,7:05
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,31,569.0,581.0,2856.0,2868.0,12.0,0.6133,3,audio_mel_ncc,9:29,9:41,47:36,47:48
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,32,581.0,594.0,7086.0,7099.0,13.0,0.8172,4,audio_mel_ncc,9:41,9:54,1:58:06,1:58:19
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,33,586.0,599.0,7085.0,7098.0,13.0,0.774,4,audio_mel_ncc,9:46,9:59,1:58:05,1:58:18
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,34,604.0,616.0,4752.0,4764.0,12.0,0.692,3,audio_mel_ncc,10:04,10:16,1:19:12,1:19:24
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,35,607.0,623.0,6940.0,6956.0,16.0,0.7021,7,audio_mel_ncc,10:07,10:23,1:55:40,1:55:56
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,36,626.0,639.0,8195.0,8208.0,13.0,0.6914,4,audio_mel_ncc,10:26,10:39,2:16:35,2:16:48
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,37,644.0,658.0,7293.0,7307.0,14.0,0.7059,5,audio_mel_ncc,10:44,10:58,2:01:33,2:01:47
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,38,667.0,679.0,5576.0,5588.0,12.0,0.6932,3,audio_mel_ncc,11:07,11:19,1:32:56,1:33:08
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,39,685.0,703.0,6014.0,6032.0,18.0,0.666,9,audio_mel_ncc,11:25,11:43,1:40:14,1:40:32
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,40,700.0,713.0,4906.0,4919.0,13.0,0.6544,4,audio_mel_ncc,11:40,11:53,1:21:46,1:21:59
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,41,712.0,725.0,4677.0,4690.0,13.0,0.7607,4,audio_mel_ncc,11:52,12:05,1:17:57,1:18:10
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,42,722.0,735.0,7084.0,7097.0,13.0,0.8223,4,audio_mel_ncc,12:02,12:15,1:58:04,1:58:17
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,43,726.0,738.0,579.0,591.0,12.0,0.7893,3,audio_mel_ncc,12:06,12:18,9:39,9:51
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,44,732.0,746.0,6243.0,6257.0,14.0,0.8309,5,audio_mel_ncc,12:12,12:26,1:44:03,1:44:17
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,45,747.0,765.0,8260.0,8278.0,18.0,0.6055,9,audio_mel_ncc,12:27,12:45,2:17:40,2:17:58
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,46,761.0,774.0,5647.0,5660.0,13.0,0.6426,4,audio_mel_ncc,12:41,12:54,1:34:07,1:34:20
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,47,774.0,811.0,8327.0,8364.0,37.0,0.9021,28,audio_mel_ncc,12:54,13:31,2:18:47,2:19:24
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,48,806.0,819.0,8609.0,8622.0,13.0,0.8244,4,audio_mel_ncc,13:26,13:39,2:23:29,2:23:42
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,49,815.0,828.0,8613.0,8626.0,13.0,0.8154,4,audio_mel_ncc,13:35,13:48,2:23:33,2:23:46
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,50,821.0,833.0,2370.0,2382.0,12.0,0.6935,3,audio_mel_ncc,13:41,13:53,39:30,39:42
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,51,831.0,853.0,8634.0,8656.0,22.0,0.7754,13,audio_mel_ncc,13:51,14:13,2:23:54,2:24:16
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,52,845.0,863.0,8648.0,8666.0,18.0,0.8321,9,audio_mel_ncc,14:05,14:23,2:24:08,2:24:26
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,53,854.0,867.0,9859.0,9872.0,13.0,0.7575,4,audio_mel_ncc,14:14,14:27,2:44:19,2:44:32
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,54,861.0,875.0,5942.0,5956.0,14.0,0.7489,5,audio_mel_ncc,14:21,14:35,1:39:02,1:39:16
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,55,871.0,883.0,5506.0,5518.0,12.0,0.7139,3,audio_mel_ncc,14:31,14:43,1:31:46,1:31:58
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,56,877.0,889.0,3042.0,3054.0,12.0,0.6668,3,audio_mel_ncc,14:37,14:49,50:42,50:54
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,57,890.0,902.0,6160.0,6172.0,12.0,0.6768,3,audio_mel_ncc,14:50,15:02,1:42:40,1:42:52
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,58,904.0,916.0,4529.0,4541.0,12.0,0.7239,3,audio_mel_ncc,15:04,15:16,1:15:29,1:15:41
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,59,911.0,923.0,9570.0,9582.0,12.0,0.6021,3,audio_mel_ncc,15:11,15:23,2:39:30,2:39:42
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,60,922.0,934.0,3035.0,3047.0,12.0,0.6751,3,audio_mel_ncc,15:22,15:34,50:35,50:47
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,61,925.0,938.0,11643.0,11656.0,13.0,0.6146,4,audio_mel_ncc,15:25,15:38,3:14:03,3:14:16
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,62,934.0,951.0,8239.0,8256.0,17.0,0.6576,8,audio_mel_ncc,15:34,15:51,2:17:19,2:17:36
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,63,961.0,973.0,8553.0,8565.0,12.0,0.6696,3,audio_mel_ncc,16:01,16:13,2:22:33,2:22:45
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,64,976.0,990.0,9780.0,9794.0,14.0,0.7249,5,audio_mel_ncc,16:16,16:30,2:43:00,2:43:14
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,65,987.0,1000.0,7076.0,7089.0,13.0,0.623,4,audio_mel_ncc,16:27,16:40,1:57:56,1:58:09
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,66,994.0,1006.0,10435.0,10447.0,12.0,0.6212,3,audio_mel_ncc,16:34,16:46,2:53:55,2:54:07
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,67,1024.0,1036.0,9693.0,9705.0,12.0,0.6994,3,audio_mel_ncc,17:04,17:16,2:41:33,2:41:45
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,68,1034.0,1048.0,2526.0,2540.0,14.0,0.7062,5,audio_mel_ncc,17:14,17:28,42:06,42:20
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,69,1047.0,1065.0,1772.0,1790.0,18.0,0.7476,9,audio_mel_ncc,17:27,17:45,29:32,29:50
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,70,1059.0,1073.0,2196.0,2210.0,14.0,0.8208,5,audio_mel_ncc,17:39,17:53,36:36,36:50
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,71,1080.0,1092.0,3253.0,3265.0,12.0,0.717,3,audio_mel_ncc,18:00,18:12,54:13,54:25
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,72,1099.0,1111.0,6137.0,6149.0,12.0,0.8727,3,audio_mel_ncc,18:19,18:31,1:42:17,1:42:29
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,73,1102.0,1114.0,5544.0,5556.0,12.0,0.9003,3,audio_mel_ncc,18:22,18:34,1:32:24,1:32:36
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,74,1110.0,1122.0,4137.0,4149.0,12.0,0.8687,3,audio_mel_ncc,18:30,18:42,1:08:57,1:09:09
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,75,1114.0,1126.0,2130.0,2142.0,12.0,0.8053,3,audio_mel_ncc,18:34,18:46,35:30,35:42
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,76,1117.0,1129.0,2729.0,2741.0,12.0,0.8413,3,audio_mel_ncc,18:37,18:49,45:29,45:41
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,77,1123.0,1139.0,5119.0,5135.0,16.0,0.8143,7,audio_mel_ncc,18:43,18:59,1:25:19,1:25:35
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,78,1139.0,1151.0,70.0,82.0,12.0,0.8581,3,audio_mel_ncc,18:59,19:11,1:10,1:22
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,79,1143.0,1158.0,74.0,89.0,15.0,0.849,6,audio_mel_ncc,19:03,19:18,1:14,1:29
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,80,1153.0,1166.0,6042.0,6055.0,13.0,0.7874,4,audio_mel_ncc,19:13,19:26,1:40:42,1:40:55
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,81,1163.0,1181.0,5754.0,5772.0,18.0,0.88,9,audio_mel_ncc,19:23,19:41,1:35:54,1:36:12
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,82,1173.0,1196.0,104.0,127.0,23.0,0.8722,14,audio_mel_ncc,19:33,19:56,1:44,2:07
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,83,1194.0,1206.0,1271.0,1283.0,12.0,0.7672,3,audio_mel_ncc,19:54,20:06,21:11,21:23
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,84,1197.0,1209.0,6503.0,6515.0,12.0,0.7914,3,audio_mel_ncc,19:57,20:09,1:48:23,1:48:35
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,85,1206.0,1220.0,11630.0,11644.0,14.0,0.8174,5,audio_mel_ncc,20:06,20:20,3:13:50,3:14:04
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,86,1213.0,1230.0,11128.0,11145.0,17.0,0.7448,8,audio_mel_ncc,20:13,20:30,3:05:28,3:05:45
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,87,1231.0,1244.0,2694.0,2707.0,13.0,0.8765,4,audio_mel_ncc,20:31,20:44,44:54,45:07
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,88,1259.0,1271.0,9859.0,9871.0,12.0,0.8269,3,audio_mel_ncc,20:59,21:11,2:44:19,2:44:31
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,89,1269.0,1285.0,9828.0,9844.0,16.0,0.808,7,audio_mel_ncc,21:09,21:25,2:43:48,2:44:04
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,90,1277.0,1289.0,11193.0,11205.0,12.0,0.8243,3,audio_mel_ncc,21:17,21:29,3:06:33,3:06:45
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,91,1295.0,1307.0,77.0,89.0,12.0,0.7969,3,audio_mel_ncc,21:35,21:47,1:17,1:29
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,92,1311.0,1349.0,93.0,131.0,38.0,0.8978,29,audio_mel_ncc,21:51,22:29,1:33,2:11
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,93,1340.0,1353.0,9857.0,9870.0,13.0,0.8126,4,audio_mel_ncc,22:20,22:33,2:44:17,2:44:30
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,94,1345.0,1358.0,9862.0,9875.0,13.0,0.7551,4,audio_mel_ncc,22:25,22:38,2:44:22,2:44:35
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,95,1354.0,1366.0,9858.0,9870.0,12.0,0.766,3,audio_mel_ncc,22:34,22:46,2:44:18,2:44:30
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,96,1361.0,1375.0,143.0,157.0,14.0,0.8425,5,audio_mel_ncc,22:41,22:55,2:23,2:37
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,97,1376.0,1392.0,2988.0,3004.0,16.0,0.8615,7,audio_mel_ncc,22:56,23:12,49:48,50:04
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,98,1383.0,1395.0,4410.0,4422.0,12.0,0.8077,3,audio_mel_ncc,23:03,23:15,1:13:30,1:13:42
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,99,1386.0,1398.0,5828.0,5840.0,12.0,0.7499,3,audio_mel_ncc,23:06,23:18,1:37:08,1:37:20
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,100,1391.0,1409.0,5833.0,5851.0,18.0,0.8576,9,audio_mel_ncc,23:11,23:29,1:37:13,1:37:31
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,101,1402.0,1414.0,9858.0,9870.0,12.0,0.8431,3,audio_mel_ncc,23:22,23:34,2:44:18,2:44:30
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,102,1405.0,1417.0,115.0,127.0,12.0,0.8225,3,audio_mel_ncc,23:25,23:37,1:55,2:07
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,103,1409.0,1422.0,119.0,132.0,13.0,0.8146,4,audio_mel_ncc,23:29,23:42,1:59,2:12
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,104,1425.0,1439.0,11340.0,11354.0,14.0,0.7283,5,audio_mel_ncc,23:45,23:59,3:09:00,3:09:14
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,105,1435.0,1458.0,11837.0,11860.0,23.0,0.9218,14,audio_mel_ncc,23:55,24:18,3:17:17,3:17:40
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,106,1449.0,1462.0,2058.0,2071.0,13.0,0.9496,4,audio_mel_ncc,24:09,24:22,34:18,34:31
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,107,1453.0,1478.0,11855.0,11880.0,25.0,0.9303,16,audio_mel_ncc,24:13,24:38,3:17:35,3:18:00
Gura's First Minecraft Stream ｜ Highlights [DHSnBVGTVes].mkv,108,1470.0,1487.0,11872.0,11889.0,17.0,0.8109,8,audio_mel_ncc,24:30,24:47,3:17:52,3:18:09
