highlight_file,segment_idx,highlight_start_s,highlight_end_s,stream_start_s,stream_end_s,duration_s,mean_ncc,n_windows,method,highlight_start_hms,highlight_end_hms,stream_start_hms,stream_end_hms
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,10,88.0,102.0,5499.0,5513.0,14.0,0.7737,5,audio_mel_ncc,1:28,1:42,1:31:39,1:31:53
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,11,97.0,111.0,1927.0,1941.0,14.0,0.7619,5,audio_mel_ncc,1:37,1:51,32:07,32:21
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,12,124.0,137.0,2834.0,2847.0,13.0,0.7645,4,audio_mel_ncc,2:04,2:17,47:14,47:27
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,13,145.0,157.0,2229.0,2241.0,12.0,0.6758,3,audio_mel_ncc,2:25,2:37,37:09,37:21
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,14,159.0,172.0,8563.0,8576.0,13.0,0.7999,4,audio_mel_ncc,2:39,2:52,2:22:43,2:22:56
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,15,166.0,178.0,7031.0,7043.0,12.0,0.7783,3,audio_mel_ncc,2:46,2:58,1:57:11,1:57:23
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,16,170.0,182.0,3901.0,3913.0,12.0,0.8064,3,audio_mel_ncc,2:50,3:02,1:05:01,1:05:13
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,17,176.0,188.0,2508.0,2520.0,12.0,0.8367,3,audio_mel_ncc,2:56,3:08,41:48,42:00
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,18,179.0,195.0,4273.0,4289.0,16.0,0.7039,7,audio_mel_ncc,2:59,3:15,1:11:13,1:11:29
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,19,190.0,206.0,2570.0,2586.0,16.0,0.7979,7,audio_mel_ncc,3:10,3:26,42:50,43:06
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,20,203.0,224.0,2594.0,2615.0,21.0,0.7477,12,audio_mel_ncc,3:23,3:44,43:14,43:35
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,21,216.0,228.0,9593.0,9605.0,12.0,0.7398,3,audio_mel_ncc,3:36,3:48,2:39:53,2:40:05
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,22,221.0,234.0,2535.0,2548.0,13.0,0.7699,4,audio_mel_ncc,3:41,3:54,42:15,42:28
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,23,230.0,242.0,2472.0,2484.0,12.0,0.7411,3,audio_mel_ncc,3:50,4:02,41:12,41:24
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,24,235.0,247.0,6169.0,6181.0,12.0,0.7395,3,audio_mel_ncc,3:55,4:07,1:42:49,1:43:01
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,25,242.0,254.0,7373.0,7385.0,12.0,0.7788,3,audio_mel_ncc,4:02,4:14,2:02:53,2:03:05
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,26,260.0,273.0,2702.0,2715.0,13.0,0.8455,4,audio_mel_ncc,4:20,4:33,45:02,45:15
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,27,266.0,282.0,2602.0,2618.0,16.0,0.8048,7,audio_mel_ncc,4:26,4:42,43:22,43:38
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,28,275.0,287.0,9807.0,9819.0,12.0,0.7555,3,audio_mel_ncc,4:35,4:47,2:43:27,2:43:39
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,29,284.0,297.0,9808.0,9821.0,13.0,0.7679,4,audio_mel_ncc,4:44,4:57,2:43:28,2:43:41
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,30,290.0,305.0,2607.0,2622.0,15.0,0.7261,6,audio_mel_ncc,4:50,5:05,43:27,43:42
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,31,300.0,313.0,3813.0,3826.0,13.0,0.7777,4,audio_mel_ncc,5:00,5:13,1:03:33,1:03:46
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,32,305.0,317.0,2567.0,2579.0,12.0,0.7659,3,audio_mel_ncc,5:05,5:17,42:47,42:59
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,33,330.0,342.0,3598.0,3610.0,12.0,0.8247,3,audio_mel_ncc,5:30,5:42,59:58,1:00:10
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,34,334.0,346.0,3586.0,3598.0,12.0,0.8178,3,audio_mel_ncc,5:34,5:46,59:46,59:58
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,35,340.0,353.0,1272.0,1285.0,13.0,0.7284,4,audio_mel_ncc,5:40,5:53,21:12,21:25
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,36,353.0,367.0,8038.0,8052.0,14.0,0.8686,5,audio_mel_ncc,5:53,6:07,2:13:58,2:14:12
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,37,380.0,393.0,2620.0,2633.0,13.0,0.7017,4,audio_mel_ncc,6:20,6:33,43:40,43:53
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,38,394.0,406.0,7813.0,7825.0,12.0,0.7436,3,audio_mel_ncc,6:34,6:46,2:10:13,2:10:25
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,39,401.0,413.0,2471.0,2483.0,12.0,0.7569,3,audio_mel_ncc,6:41,6:53,41:11,41:23
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,40,435.0,449.0,4605.0,4619.0,14.0,0.7715,5,audio_mel_ncc,7:15,7:29,1:16:45,1:16:59
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,41,444.0,460.0,4272.0,4288.0,16.0,0.7312,7,audio_mel_ncc,7:24,7:40,1:11:12,1:11:28
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,42,466.0,480.0,5066.0,5080.0,14.0,0.7333,5,audio_mel_ncc,7:46,8:00,1:24:26,1:24:40
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,43,478.0,490.0,4702.0,4714.0,12.0,0.6498,3,audio_mel_ncc,7:58,8:10,1:18:22,1:18:34
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,44,498.0,515.0,4953.0,4970.0,17.0,0.7202,8,audio_mel_ncc,8:18,8:35,1:22:33,1:22:50
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,45,509.0,523.0,4979.0,4993.0,14.0,0.7157,5,audio_mel_ncc,8:29,8:43,1:22:59,1:23:13
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,46,516.0,529.0,1559.0,1572.0,13.0,0.7017,4,audio_mel_ncc,8:36,8:49,25:59,26:12
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,47,536.0,548.0,1835.0,1847.0,12.0,0.7308,3,audio_mel_ncc,8:56,9:08,30:35,30:47
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,48,540.0,552.0,7058.0,7070.0,12.0,0.7339,3,audio_mel_ncc,9:00,9:12,1:57:38,1:57:50
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,49,546.0,558.0,9309.0,9321.0,12.0,0.7946,3,audio_mel_ncc,9:06,9:18,2:35:09,2:35:21
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,50,552.0,564.0,1840.0,1852.0,12.0,0.8606,3,audio_mel_ncc,9:12,9:24,30:40,30:52
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,51,583.0,595.0,1950.0,1962.0,12.0,0.7434,3,audio_mel_ncc,9:43,9:55,32:30,32:42
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,52,588.0,600.0,8987.0,8999.0,12.0,0.7274,3,audio_mel_ncc,9:48,10:00,2:29:47,2:29:59
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,53,591.0,604.0,16571.0,16584.0,13.0,0.7632,4,audio_mel_ncc,9:51,10:04,4:36:11,4:36:24
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,54,602.0,614.0,5278.0,5290.0,12.0,0.7363,3,audio_mel_ncc,10:02,10:14,1:27:58,1:28:10
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,55,616.0,628.0,13053.0,13065.0,12.0,0.6318,3,audio_mel_ncc,10:16,10:28,3:37:33,3:37:45
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,56,627.0,639.0,4223.0,4235.0,12.0,0.6763,3,audio_mel_ncc,10:27,10:39,1:10:23,1:10:35
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,57,638.0,650.0,2531.0,2543.0,12.0,0.754,3,audio_mel_ncc,10:38,10:50,42:11,42:23
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,58,642.0,654.0,2535.0,2547.0,12.0,0.7702,3,audio_mel_ncc,10:42,10:54,42:15,42:27
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,59,661.0,673.0,2600.0,2612.0,12.0,0.7306,3,audio_mel_ncc,11:01,11:13,43:20,43:32
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,60,665.0,678.0,1935.0,1948.0,13.0,0.7526,4,audio_mel_ncc,11:05,11:18,32:15,32:28
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,61,682.0,696.0,8567.0,8581.0,14.0,0.8313,5,audio_mel_ncc,11:22,11:36,2:22:47,2:23:01
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,62,687.0,702.0,2533.0,2548.0,15.0,0.7591,6,audio_mel_ncc,11:27,11:42,42:13,42:28
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,63,700.0,713.0,2591.0,2604.0,13.0,0.687,4,audio_mel_ncc,11:40,11:53,43:11,43:24
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,64,704.0,717.0,2796.0,2809.0,13.0,0.7181,4,audio_mel_ncc,11:44,11:57,46:36,46:49
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,65,716.0,728.0,6598.0,6610.0,12.0,0.6785,3,audio_mel_ncc,11:56,12:08,1:49:58,1:50:10
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,66,730.0,742.0,3598.0,3610.0,12.0,0.7906,3,audio_mel_ncc,12:10,12:22,59:58,1:00:10
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,67,742.0,754.0,1421.0,1433.0,12.0,0.7599,3,audio_mel_ncc,12:22,12:34,23:41,23:53
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,68,747.0,760.0,9807.5,9820.5,13.0,0.7606,4,audio_mel_ncc,12:27,12:40,2:43:27,2:43:40
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,69,751.0,763.0,4792.0,4804.0,12.0,0.7391,3,audio_mel_ncc,12:31,12:43,1:19:52,1:20:04
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,70,755.0,767.0,5520.0,5532.0,12.0,0.7464,3,audio_mel_ncc,12:35,12:47,1:32:00,1:32:12
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,71,773.0,786.0,3193.0,3206.0,13.0,0.7436,4,audio_mel_ncc,12:53,13:06,53:13,53:26
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,72,785.0,798.0,8992.0,9005.0,13.0,0.5722,4,audio_mel_ncc,13:05,13:18,2:29:52,2:30:05
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,73,799.0,812.0,8287.0,8300.0,13.0,0.7599,4,audio_mel_ncc,13:19,13:32,2:18:07,2:18:20
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,74,803.0,817.0,2470.0,2484.0,14.0,0.7776,5,audio_mel_ncc,13:23,13:37,41:10,41:24
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,75,818.0,830.0,7657.0,7669.0,12.0,0.8161,3,audio_mel_ncc,13:38,13:50,2:07:37,2:07:49
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,76,828.0,844.0,7620.0,7636.0,16.0,0.7145,7,audio_mel_ncc,13:48,14:04,2:07:00,2:07:16
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,77,867.0,879.0,10.0,22.0,12.0,0.7319,3,audio_mel_ncc,14:27,14:39,0:10,0:22
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,78,877.0,889.0,5123.0,5135.0,12.0,0.7907,3,audio_mel_ncc,14:37,14:49,1:25:23,1:25:35
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,79,922.0,935.0,16782.0,16795.0,13.0,0.7376,4,audio_mel_ncc,15:22,15:35,4:39:42,4:39:55
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,80,930.0,943.0,2626.0,2639.0,13.0,0.6791,4,audio_mel_ncc,15:30,15:43,43:46,43:59
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,81,934.0,947.0,8112.0,8125.0,13.0,0.729,4,audio_mel_ncc,15:34,15:47,2:15:12,2:15:25
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,82,941.0,956.0,9322.0,9337.0,15.0,0.8103,6,audio_mel_ncc,15:41,15:56,2:35:22,2:35:37
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,83,952.0,966.0,2498.0,2512.0,14.0,0.6512,5,audio_mel_ncc,15:52,16:06,41:38,41:52
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,84,958.0,971.0,4568.0,4581.0,13.0,0.7149,4,audio_mel_ncc,15:58,16:11,1:16:08,1:16:21
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,85,969.0,982.0,7654.0,7667.0,13.0,0.7491,4,audio_mel_ncc,16:09,16:22,2:07:34,2:07:47
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,86,975.0,987.0,7816.0,7828.0,12.0,0.7779,3,audio_mel_ncc,16:15,16:27,2:10:16,2:10:28
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,87,996.0,1009.0,6598.0,6611.0,13.0,0.7472,4,audio_mel_ncc,16:36,16:49,1:49:58,1:50:11
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,88,1000.0,1012.0,786.0,798.0,12.0,0.724,3,audio_mel_ncc,16:40,16:52,13:06,13:18
Nimi Opened a New Store and She Couldn’t Stop Yapping [sCKzzi9HkNg].mkv,89,1005.0,1017.0,2833.0,2845.0,12.0,0.6908,3,audio_mel_ncc,16:45,16:57,47:13,47:25
